Thumbnail,Image,Title,Author,Summary,Page,Body
/static/images/summary.jpg,/static/images/summary-article.jpg,About Us,Sid Kannan,An introduction to NewChef and it’s core mission.,1,"At NewChef, we are focused on solving the biggest problems in the food service industry today.<br><br>The dreamers that want to start a new restaraunt need information and advice to provoke their curiosity. Restaraunt builders need access to the best tools for finding location, supplies, and staff. Finally, current restaraunt owners need friendly advice and education to increase their business.<br><br>NewChef provides the most actionable food service data insights in the industry. We aim to make this data available to everyone with a vision to succeed."
