Zip,Total,White,Black,Asian,Biracial,Other,state_name,Male,Female,Age,Home Price,Houses,Household Income
43964,8642,8226,256,21,137,2,Ohio,4312,4330,46.2,94400.0,3811.0,54372.0
28216,51116,13583,32929,1054,1251,2299,North Carolina,23286,27830,35.2,135400.0,19911.0,65668.0
28277,71605,51272,6346,10533,2276,1178,North Carolina,33421,38184,38.8,338500.0,26695.0,137378.0
28278,27286,14515,8672,1709,1740,650,North Carolina,12870,14416,35.6,253100.0,9176.0,111214.0
28303,29414,14358,11486,1185,1721,664,North Carolina,13958,15456,35.1,133400.0,13207.0,59174.0
28314,58110,23358,27381,1844,3557,1970,North Carolina,28123,29987,29.7,128800.0,23124.0,58365.0
28330,444,340,104,0,0,0,North Carolina,195,249,44.3,59800.0,217.0,37305.0
28347,2329,1265,902,0,25,137,North Carolina,1480,849,30.3,69300.0,524.0,38317.0
28351,4698,2606,1271,10,201,610,North Carolina,2175,2523,42.5,72000.0,1873.0,47463.0
28357,2682,1368,566,1,53,694,North Carolina,1408,1274,43.4,94600.0,1065.0,41585.0
28369,2865,1291,964,40,28,542,North Carolina,1405,1460,43.1,63200.0,1063.0,49451.0
28371,7249,3816,1980,35,538,880,North Carolina,3710,3539,35.9,87100.0,2386.0,58909.0
28392,1628,973,655,0,0,0,North Carolina,820,808,45.6,106000.0,590.0,47773.0
28428,6533,6216,7,24,264,22,North Carolina,3127,3406,47.3,328400.0,2956.0,91074.0
28433,5375,1935,3341,0,3,96,North Carolina,2545,2830,41.7,102300.0,2083.0,43802.0
28435,2058,1570,330,99,42,17,North Carolina,1129,929,49.2,89800.0,945.0,45628.0
28450,2596,1776,225,13,47,535,North Carolina,1131,1465,45.1,175700.0,989.0,63859.0
28461,19897,18008,452,37,543,857,North Carolina,9250,10647,57.3,282600.0,8631.0,89859.0
28462,12659,11163,1165,65,76,190,North Carolina,6273,6386,53.4,138700.0,5394.0,58684.0
28537,146,143,3,0,0,0,North Carolina,71,75,37.1,132900.0,57.0,35039.0
28547,25420,19839,2947,574,1575,485,North Carolina,21000,4420,21.2,,2085.0,54878.0
28552,146,146,0,0,0,0,North Carolina,69,77,36.5,,50.0,27696.0
28557,15204,13328,1167,260,351,98,North Carolina,7567,7637,48.8,236300.0,6897.0,80110.0
28560,27590,20480,4900,1026,671,513,North Carolina,13364,14226,40.7,151700.0,11575.0,59714.0
28562,38598,26988,8706,1342,598,964,North Carolina,18732,19866,41.8,188200.0,16195.0,83027.0
28570,21590,19178,1145,417,710,140,North Carolina,10573,11017,43.6,159200.0,8717.0,64180.0
28574,18116,14521,1890,156,1209,340,North Carolina,9228,8888,30.3,142700.0,6345.0,56979.0
28579,554,539,10,0,5,0,North Carolina,294,260,56.0,213000.0,242.0,61067.0
28373,2602,1806,708,0,55,33,North Carolina,1249,1353,35.3,138800.0,1059.0,53040.0
28364,15183,1099,3086,110,227,10661,North Carolina,7377,7806,35.6,67200.0,5117.0,44310.0
28366,5564,3547,1086,143,152,636,North Carolina,2837,2727,41.0,85400.0,2239.0,52789.0
28377,12933,2219,3350,41,320,7003,North Carolina,6093,6840,33.8,68800.0,4214.0,47736.0
28383,8854,1102,2205,6,230,5311,North Carolina,4091,4763,38.9,65600.0,2932.0,46920.0
28386,5997,1329,712,5,144,3807,North Carolina,2708,3289,31.1,64200.0,1868.0,45979.0
28398,7765,3723,3522,4,313,203,North Carolina,3882,3883,41.3,77800.0,2853.0,42876.0
28425,11634,6436,3716,31,529,922,North Carolina,5816,5818,43.4,136300.0,3946.0,51683.0
28429,7525,5436,1769,0,183,137,North Carolina,3857,3668,44.6,156100.0,2885.0,57980.0
28464,2707,1281,1426,0,0,0,North Carolina,1184,1523,51.3,74600.0,1145.0,33533.0
28073,5366,3873,1222,202,65,4,North Carolina,2845,2521,43.2,87500.0,2040.0,52329.0
28098,3629,2750,576,36,142,125,North Carolina,1798,1831,41.0,119900.0,1252.0,67686.0
28119,2453,933,1395,0,0,125,North Carolina,1333,1120,42.1,62500.0,1173.0,38606.0
28144,25158,12812,11034,246,593,473,North Carolina,12330,12828,38.0,123800.0,9491.0,62692.0
28150,27581,18502,7899,239,361,580,North Carolina,12943,14638,43.3,113900.0,10733.0,57067.0
28168,10056,9563,131,177,96,89,North Carolina,4522,5534,45.8,125300.0,3768.0,55988.0
28173,56910,47530,4121,3217,1684,358,North Carolina,28318,28592,38.6,373100.0,17254.0,155610.0
28205,48539,25519,13871,2658,1649,4842,North Carolina,24526,24013,33.3,221100.0,19859.0,73177.0
28214,41356,17111,17094,2401,1675,3075,North Carolina,19332,22024,35.6,142100.0,14018.0,73489.0
28307,17830,11065,3213,479,1362,1711,North Carolina,10409,7421,22.3,163300.0,4840.0,49045.0
28315,13700,8902,3647,351,214,586,North Carolina,6448,7252,35.5,145600.0,4891.0,54929.0
28318,4371,3902,252,0,43,174,North Carolina,2226,2145,42.5,93000.0,1739.0,59613.0
28320,9919,7071,2582,0,146,120,North Carolina,4386,5533,45.2,81000.0,4089.0,45798.0
28333,11075,5739,4461,32,265,578,North Carolina,5179,5896,33.1,70600.0,3886.0,41786.0
28730,9248,8392,246,0,120,490,North Carolina,4599,4649,43.6,240700.0,3475.0,87907.0
28544,6692,4575,1360,117,293,347,North Carolina,3470,3222,23.5,106100.0,2416.0,48615.0
28470,12089,9226,1850,69,323,621,North Carolina,5893,6196,47.6,158900.0,5115.0,51912.0
28524,304,304,0,0,0,0,North Carolina,101,203,46.2,130500.0,161.0,48735.0
28530,6457,3674,2547,0,42,194,North Carolina,3180,3277,38.8,85700.0,2613.0,47059.0
28556,1019,806,95,0,118,0,North Carolina,580,439,52.0,229200.0,423.0,66083.0
28573,2053,1097,879,0,9,68,North Carolina,1012,1041,48.1,115200.0,885.0,50454.0
28621,10499,9391,463,61,93,491,North Carolina,5437,5062,39.9,125600.0,4009.0,58139.0
28631,818,780,0,0,0,38,North Carolina,375,443,59.1,180900.0,382.0,51698.0
28644,1117,1117,0,0,0,0,North Carolina,496,621,42.9,106900.0,502.0,39360.0
28675,7033,6443,260,20,65,245,North Carolina,3418,3615,47.4,116200.0,2981.0,47412.0
28684,2370,2312,7,0,38,13,North Carolina,1187,1183,35.3,169800.0,967.0,52347.0
28405,32330,25262,6234,519,241,74,North Carolina,15538,16792,40.7,210600.0,13448.0,75556.0
28442,1584,857,546,0,0,181,North Carolina,797,787,54.5,86300.0,735.0,57447.0
28444,1962,1067,850,0,26,19,North Carolina,1084,878,49.3,88800.0,913.0,98395.0
28466,9294,7192,1807,12,83,200,North Carolina,4263,5031,49.9,100200.0,4072.0,50643.0
28718,363,363,0,0,0,0,North Carolina,172,191,65.0,183700.0,159.0,59063.0
28722,6477,5954,267,9,146,101,North Carolina,2978,3499,53.8,212300.0,2841.0,71725.0
28077,464,443,9,0,2,10,North Carolina,202,262,43.2,77700.0,191.0,37969.0
28097,6074,5750,86,0,82,156,North Carolina,2997,3077,44.9,165600.0,2503.0,66629.0
28103,11397,8943,2152,109,109,84,North Carolina,5714,5683,40.5,167600.0,4036.0,64732.0
28105,45786,34793,5081,2018,1175,2719,North Carolina,21876,23910,40.5,242600.0,17147.0,98272.0
28110,53520,43731,6875,454,1069,1391,North Carolina,26125,27395,35.4,175700.0,18297.0,71674.0
28124,6192,5884,70,71,63,104,North Carolina,3106,3086,43.4,174300.0,2374.0,76458.0
28127,7860,6676,931,106,91,56,North Carolina,4226,3634,46.9,155400.0,2827.0,75865.0
28137,3248,2856,149,211,16,16,North Carolina,1771,1477,39.3,153000.0,1120.0,63536.0
28139,20900,19090,1303,0,312,195,North Carolina,9968,10932,45.0,137300.0,8155.0,59922.0
28212,45694,14298,19266,4040,1802,6288,North Carolina,22233,23461,30.5,134000.0,16004.0,50123.0
28217,29410,11159,12582,2733,376,2560,North Carolina,14903,14507,30.8,116900.0,10531.0,59324.0
28227,55769,30104,15926,1596,1787,6356,North Carolina,26697,29072,38.3,171100.0,19815.0,73316.0
29440,27897,14032,12666,35,638,526,South Carolina,12999,14898,39.5,130000.0,10479.0,54823.0
29450,3548,1155,2298,0,95,0,South Carolina,1575,1973,42.4,97200.0,1307.0,71013.0
29452,484,159,325,0,0,0,South Carolina,248,236,45.0,74800.0,193.0,39623.0
29456,30609,20479,7047,489,1255,1339,South Carolina,14622,15987,34.3,156500.0,10626.0,68472.0
29477,6966,3291,3523,9,139,4,South Carolina,3326,3640,38.3,105200.0,2538.0,53171.0
29525,2242,648,1313,11,168,102,South Carolina,1059,1183,39.2,56300.0,794.0,46538.0
29340,21046,15647,4528,59,459,353,South Carolina,10138,10908,38.7,83100.0,7297.0,46886.0
29353,4199,3213,922,0,64,0,South Carolina,2175,2024,48.9,84900.0,1716.0,58633.0
29364,578,464,85,0,13,16,South Carolina,243,335,32.3,42100.0,236.0,30771.0
29369,13567,10284,2654,248,365,16,South Carolina,6266,7301,40.6,172200.0,5258.0,87683.0
29370,1187,804,363,0,20,0,South Carolina,568,619,36.4,106500.0,382.0,55879.0
29374,3756,3422,118,121,25,70,South Carolina,1886,1870,40.8,133500.0,1398.0,61624.0
29385,7834,4983,1612,191,358,690,South Carolina,3487,4347,33.8,121500.0,2775.0,54877.0
29448,2309,1408,864,5,20,12,South Carolina,746,1563,36.7,106000.0,826.0,60907.0
29466,38267,34885,2577,482,250,73,South Carolina,18775,19492,41.5,426500.0,13360.0,138528.0
29472,9242,4336,3957,5,430,514,South Carolina,5490,3752,42.2,121100.0,2644.0,62165.0
29488,22056,12261,8781,0,149,865,South Carolina,10895,11161,39.1,95500.0,8591.0,47025.0
29501,46516,28514,15867,893,869,373,South Carolina,21346,25170,39.3,168500.0,18767.0,74294.0
29510,10493,5389,4713,39,262,90,South Carolina,5021,5472,40.0,78600.0,4013.0,59523.0
29541,9601,6157,3134,11,192,107,South Carolina,4723,4878,40.2,114100.0,3303.0,76866.0
29943,524,161,363,0,0,0,South Carolina,349,175,45.4,203800.0,207.0,27047.0
29482,2148,2086,6,23,20,13,South Carolina,1083,1065,48.1,1575900.0,800.0,216733.0
29485,57000,41165,11091,1419,2460,865,South Carolina,28133,28867,35.6,199800.0,19697.0,81057.0
29518,1042,689,353,0,0,0,South Carolina,604,438,54.6,67100.0,463.0,40627.0
29547,3524,1526,1870,1,61,66,South Carolina,1868,1656,33.6,59000.0,1248.0,50378.0
29568,15066,9930,4827,42,94,173,South Carolina,6820,8246,45.8,161900.0,5947.0,55040.0
29615,37681,29964,4037,1982,872,826,South Carolina,17858,19823,38.9,224200.0,16998.0,88957.0
29640,30295,26756,2180,156,396,807,South Carolina,14818,15477,42.0,121300.0,12119.0,57258.0
29643,2088,2031,37,20,0,0,South Carolina,1133,955,56.1,275000.0,903.0,91922.0
29649,26598,17883,7189,559,687,280,South Carolina,11802,14796,39.3,152500.0,10498.0,69178.0
29661,5885,5538,158,0,85,104,South Carolina,2712,3173,46.2,100000.0,2124.0,64455.0
29664,2084,2064,0,0,10,10,South Carolina,1022,1062,54.1,153000.0,893.0,48434.0
29666,6610,5588,992,0,25,5,South Carolina,3038,3572,47.3,89900.0,2662.0,62650.0
29673,29287,21475,5692,254,770,1096,South Carolina,14724,14563,38.7,151700.0,10425.0,71030.0
29676,5305,5197,53,22,16,17,South Carolina,2498,2807,62.2,265700.0,2517.0,108392.0
29682,3669,3628,12,7,6,16,South Carolina,1855,1814,44.1,149500.0,1491.0,68698.0
29687,41209,33334,4976,816,1148,935,South Carolina,20130,21079,39.7,157000.0,15919.0,68318.0
29693,14413,13132,653,95,306,227,South Carolina,7330,7083,45.1,117900.0,5980.0,55170.0
29710,35157,29067,3376,839,1091,784,South Carolina,17041,18116,41.7,206400.0,13436.0,89247.0
29714,2902,2334,513,12,37,6,South Carolina,1348,1554,43.6,89600.0,1133.0,49597.0
29717,1400,1195,188,0,17,0,South Carolina,715,685,40.2,117400.0,501.0,55710.0
29439,2319,2319,0,0,0,0,South Carolina,1271,1048,49.7,575700.0,1178.0,93291.0
29373,487,442,10,0,26,9,South Carolina,298,189,44.0,29000.0,162.0,48038.0
29404,1981,1416,310,22,189,44,South Carolina,1072,909,21.3,,467.0,65924.0
29435,4379,3104,1141,5,11,118,South Carolina,1988,2391,39.2,77300.0,1696.0,58060.0
29449,8265,4094,3980,23,121,47,South Carolina,3838,4427,52.9,195000.0,3266.0,82639.0
29458,3195,1017,2175,0,3,0,South Carolina,1634,1561,50.6,128200.0,1109.0,51641.0
29461,37133,25208,9882,158,986,899,South Carolina,18501,18632,38.4,178200.0,13334.0,68929.0
29464,51379,44987,3962,710,1477,243,South Carolina,24486,26893,41.4,436900.0,22043.0,123292.0
29470,4900,3635,1207,0,30,28,South Carolina,2438,2462,42.7,259000.0,1717.0,69966.0
29474,2136,1454,443,0,0,239,South Carolina,1001,1135,44.5,78500.0,876.0,52134.0
29203,39518,5075,32283,528,1171,461,South Carolina,18614,20904,34.6,93900.0,15033.0,44347.0
29209,33590,15801,15605,653,808,723,South Carolina,16615,16975,36.8,142400.0,13565.0,78336.0
29302,16958,12917,3045,693,197,106,South Carolina,8448,8510,43.6,149700.0,6724.0,93165.0
29571,14140,4891,8799,173,81,196,South Carolina,6612,7528,40.7,86700.0,5209.0,49720.0
29307,18121,13471,3819,169,455,207,South Carolina,8344,9777,44.2,134400.0,8103.0,60045.0
29316,26719,21344,3792,847,460,276,South Carolina,12514,14205,35.8,147200.0,9893.0,74513.0
29570,3402,1768,910,14,246,464,South Carolina,1617,1785,43.8,58100.0,1353.0,38251.0
29577,31816,24330,4623,627,556,1680,South Carolina,15179,16637,42.3,171700.0,13393.0,61866.0
29580,1336,160,1115,53,8,0,South Carolina,641,695,48.4,60600.0,524.0,39722.0
29593,1669,789,865,0,11,4,South Carolina,765,904,45.1,51800.0,747.0,35840.0
29617,28362,21781,4163,407,835,1176,South Carolina,13585,14777,37.8,125800.0,10872.0,54372.0
29621,40931,31784,7138,901,803,305,South Carolina,19267,21664,44.0,172300.0,16142.0,78706.0
29626,12570,9195,2851,0,374,150,South Carolina,6050,6520,42.0,115600.0,4856.0,64306.0
29631,15176,12730,742,1172,407,125,South Carolina,8258,6918,23.8,232400.0,5814.0,71555.0
29644,21182,15200,4539,185,698,560,South Carolina,10422,10760,37.9,147800.0,7405.0,71145.0
29658,491,484,7,0,0,0,South Carolina,233,258,45.3,88400.0,182.0,134806.0
29690,23217,20359,2043,81,476,258,South Carolina,11419,11798,38.3,148200.0,7933.0,71858.0
29692,4711,3601,929,11,139,31,South Carolina,2361,2350,40.5,59700.0,1877.0,49792.0
29696,5386,4792,121,26,252,195,South Carolina,2624,2762,40.4,206900.0,2010.0,70469.0
29727,1441,804,569,2,45,21,South Carolina,745,696,44.0,58100.0,600.0,46723.0
29810,4224,550,3622,6,16,30,South Carolina,1935,2289,39.6,39300.0,1817.0,34622.0
29840,323,0,308,0,0,15,South Carolina,173,150,63.1,67400.0,158.0,25859.0
29848,631,540,82,0,9,0,South Carolina,384,247,50.0,99500.0,262.0,57482.0
29939,383,97,286,0,0,0,South Carolina,236,147,41.9,,178.0,35231.0
29046,143,0,143,0,0,0,South Carolina,41,102,62.1,,80.0,31625.0
29101,2889,1706,1129,0,30,24,South Carolina,1350,1539,43.5,72600.0,1107.0,46726.0
29168,3973,1542,2364,31,36,0,South Carolina,1930,2043,33.2,67300.0,1386.0,49728.0
29940,4046,1653,2331,15,47,0,South Carolina,1836,2210,43.1,108200.0,1445.0,53849.0
29137,1849,905,804,20,63,57,South Carolina,976,873,47.6,74100.0,723.0,57745.0
29153,14934,6000,8321,49,370,194,South Carolina,7206,7728,40.8,93000.0,6062.0,54498.0
29162,3046,2011,839,0,66,130,South Carolina,1402,1644,41.1,102400.0,1171.0,57287.0
29169,24170,17603,4726,394,695,752,South Carolina,11786,12384,39.7,139700.0,11041.0,58833.0
29202,274,195,9,65,5,0,South Carolina,149,125,30.0,282600.0,171.0,129906.0
29148,6910,3337,3521,4,32,16,South Carolina,3095,3815,52.6,89100.0,2957.0,47059.0
29320,1017,1017,0,0,0,0,South Carolina,476,541,31.6,42100.0,215.0,35280.0
29453,1136,601,406,0,64,65,South Carolina,542,594,37.5,98500.0,448.0,46905.0
29581,5189,3714,1383,0,66,26,South Carolina,2312,2877,41.3,93400.0,1947.0,45270.0
29657,15869,14277,1081,46,310,155,South Carolina,7937,7932,39.5,106900.0,6030.0,61354.0
29569,17587,11392,5673,37,280,205,South Carolina,8368,9219,40.3,98400.0,6496.0,46341.0
29607,40940,26217,11501,1991,746,485,South Carolina,19038,21902,34.8,202300.0,17243.0,78501.0
29741,2239,1732,396,0,67,44,South Carolina,1084,1155,48.1,79400.0,905.0,53459.0
29902,15826,11244,3343,267,750,222,South Carolina,7898,7928,37.7,197300.0,5937.0,73527.0
29944,3985,1998,1922,27,3,35,South Carolina,1946,2039,40.2,72400.0,1578.0,45714.0
29945,5232,990,4183,6,51,2,South Carolina,2181,3051,43.4,56200.0,2067.0,50984.0
29712,2199,1764,397,0,0,38,South Carolina,1187,1012,43.0,89900.0,848.0,81794.0
29520,13892,6601,6985,166,130,10,South Carolina,6359,7533,44.2,94400.0,5386.0,55978.0
29642,32358,29474,1746,565,299,274,South Carolina,16074,16284,40.7,174300.0,12327.0,80912.0
29667,263,235,25,3,0,0,South Carolina,132,131,41.6,107600.0,102.0,86499.0
29689,3934,3818,82,0,23,11,South Carolina,1810,2124,48.2,184500.0,1654.0,66157.0
29080,2859,632,2132,0,46,49,South Carolina,1330,1529,43.1,62400.0,1026.0,40595.0
29146,1694,621,1047,0,13,13,South Carolina,780,914,44.0,72200.0,670.0,55537.0
29045,25814,16862,6612,951,813,576,South Carolina,12834,12980,37.2,154200.0,9321.0,76159.0
29118,17232,5171,10449,531,539,542,South Carolina,8270,8962,38.3,142200.0,6360.0,63523.0
29372,4164,3215,821,0,107,21,South Carolina,2157,2007,40.2,80300.0,1536.0,51730.0
29492,13202,11528,1343,136,144,51,South Carolina,6179,7023,37.8,484300.0,5189.0,139037.0
29020,21408,13056,7402,0,598,352,South Carolina,9910,11498,47.3,123600.0,8888.0,59125.0
29044,5852,1808,3984,9,27,24,South Carolina,2568,3284,36.7,94200.0,2055.0,50280.0
29036,21766,20564,766,216,144,76,South Carolina,10937,10829,45.4,285000.0,8664.0,109460.0
29037,614,422,166,0,18,8,South Carolina,269,345,51.7,94200.0,331.0,35433.0
29039,3715,1839,1825,0,51,0,South Carolina,1660,2055,43.1,84400.0,1421.0,50235.0
29040,10616,5427,4046,239,690,214,South Carolina,5414,5202,31.4,117300.0,3788.0,61102.0
29042,5076,821,4198,9,42,6,South Carolina,2632,2444,35.1,58400.0,1800.0,37874.0
29208,760,470,197,52,32,9,South Carolina,297,463,19.4,,0.0,
29126,2035,1505,530,0,0,0,South Carolina,1076,959,47.6,141200.0,870.0,68306.0
29117,1056,59,917,7,59,14,South Carolina,561,495,20.3,,0.0,
29147,0,0,0,0,0,0,South Carolina,0,0,,,0.0,
29225,1308,1044,148,36,65,15,South Carolina,210,1098,18.9,,0.0,
29324,336,336,0,0,0,0,South Carolina,270,66,37.9,35000.0,140.0,29013.0
29329,247,247,0,0,0,0,South Carolina,150,97,21.8,,96.0,25949.0
29331,194,194,0,0,0,0,South Carolina,107,87,21.7,50700.0,72.0,30411.0
29333,581,484,62,0,35,0,South Carolina,327,254,41.6,59400.0,248.0,88367.0
29346,293,282,0,0,8,3,South Carolina,113,180,38.4,77100.0,131.0,64964.0
29368,96,96,0,0,0,0,South Carolina,46,50,,,46.0,
29378,175,137,25,0,13,0,South Carolina,74,101,10.9,,68.0,19901.0
29409,2666,2205,247,101,98,15,South Carolina,2459,207,20.3,,5.0,
29410,22836,16389,3786,1090,858,713,South Carolina,11770,11066,34.0,216000.0,8376.0,77614.0
29424,390,275,78,4,27,6,South Carolina,222,168,19.6,,0.0,
29588,45385,37754,3659,626,631,2715,South Carolina,22518,22867,41.8,169400.0,16993.0,62977.0
29613,1917,1545,187,85,57,43,South Carolina,817,1100,19.9,,0.0,
29614,2128,1717,149,99,66,97,South Carolina,889,1239,20.8,,88.0,34626.0
29634,5129,4295,511,144,112,67,South Carolina,2250,2879,19.3,,48.0,12877.0
29707,28866,25369,1555,570,907,465,South Carolina,13984,14882,43.9,292900.0,11353.0,101876.0
29733,1852,1309,467,34,28,14,South Carolina,452,1400,19.4,,0.0,
29899,1120,319,731,0,59,11,South Carolina,1120,0,41.9,,0.0,
29904,712,517,90,17,59,29,South Carolina,634,78,21.1,,0.0,
29905,3083,2448,297,56,157,125,South Carolina,2532,551,20.4,,16.0,77369.0
29907,14801,11582,2468,224,289,238,South Carolina,7732,7069,37.9,248000.0,5089.0,83577.0
29909,18829,17728,338,386,190,187,South Carolina,8382,10447,69.1,288100.0,9255.0,87705.0
29912,0,0,0,0,0,0,South Carolina,0,0,,,0.0,
29915,445,415,0,0,30,0,South Carolina,223,222,68.1,548400.0,201.0,258910.0
29817,4420,1489,2792,0,0,139,South Carolina,1943,2477,41.2,65200.0,1729.0,41852.0
29321,3194,2522,535,0,130,7,South Carolina,1248,1946,41.4,60100.0,1239.0,48143.0
29014,1763,1009,696,14,44,0,South Carolina,872,891,45.5,130300.0,692.0,68932.0
29038,2169,1698,394,0,35,42,South Carolina,999,1170,43.8,79900.0,842.0,51111.0
29053,17852,13285,3665,64,309,529,South Carolina,8452,9400,36.9,77400.0,6671.0,48103.0
29055,4037,2678,1240,0,119,0,South Carolina,1803,2234,41.6,64900.0,1605.0,36783.0
29072,60081,52493,3621,1525,1224,1218,South Carolina,30501,29580,37.9,217600.0,21632.0,102506.0
29074,112,112,0,0,0,0,South Carolina,70,42,65.0,316700.0,64.0,56183.0
29114,1763,890,792,0,4,77,South Carolina,855,908,44.7,68200.0,681.0,56273.0
29123,8525,7579,690,76,130,50,South Carolina,4453,4072,34.6,85600.0,3049.0,53927.0
29178,3211,2437,740,14,0,20,South Carolina,1624,1587,43.7,54800.0,1296.0,52497.0
29223,50870,15870,28675,2764,1382,2179,South Carolina,22801,28069,36.2,145600.0,20532.0,71326.0
29306,16085,6027,9561,111,204,182,South Carolina,7361,8724,35.5,97600.0,6700.0,48704.0
29322,8281,7782,180,133,113,73,South Carolina,4277,4004,45.9,148100.0,3201.0,81507.0
29376,7842,6277,1292,56,86,131,South Carolina,3738,4104,39.9,149500.0,2695.0,79260.0
29403,21888,11525,9695,229,314,125,South Carolina,10444,11444,28.6,388200.0,8510.0,67215.0
29406,33984,15969,15204,405,897,1509,South Carolina,16602,17382,29.8,140400.0,12495.0,45725.0
29414,39520,30961,6582,969,867,141,South Carolina,19225,20295,38.5,241600.0,17228.0,84068.0
29471,1455,889,563,1,0,2,South Carolina,640,815,48.2,86700.0,579.0,58408.0
29527,25916,17186,7465,269,356,640,South Carolina,12367,13549,40.6,135700.0,9706.0,49760.0
29530,2325,2097,174,0,46,8,South Carolina,1145,1180,37.1,95800.0,890.0,50079.0
29850,200,200,0,0,0,0,South Carolina,0,200,33.2,37500.0,107.0,23278.0
29856,2688,2218,369,0,29,72,South Carolina,1234,1454,40.0,85600.0,1060.0,69765.0
29906,25149,13559,10010,191,648,741,South Carolina,12078,13071,27.3,139100.0,8569.0,60397.0
29916,1537,1006,484,0,47,0,South Carolina,775,762,42.8,105900.0,548.0,60995.0
29928,16366,15569,471,198,68,60,South Carolina,7751,8615,61.9,578700.0,7790.0,134245.0
29929,1002,581,388,4,29,0,South Carolina,492,510,47.4,73900.0,440.0,44268.0
29160,7833,5991,1586,22,101,133,South Carolina,4001,3832,45.4,86300.0,3328.0,56951.0
29070,15914,13857,1334,47,213,463,South Carolina,7604,8310,41.5,141500.0,5961.0,64427.0
29113,1211,567,634,0,10,0,South Carolina,735,476,48.6,54400.0,486.0,62772.0
29133,919,286,630,0,3,0,South Carolina,478,441,39.9,94200.0,295.0,48019.0
29335,5939,4454,1071,0,259,155,South Carolina,3595,2344,37.0,70300.0,1764.0,50799.0
29164,5190,3158,1819,4,106,103,South Carolina,2683,2507,36.8,83700.0,1980.0,52789.0
29205,24756,17979,5510,738,444,85,South Carolina,12287,12469,29.7,252700.0,10695.0,84495.0
29301,35704,19872,13206,1344,578,704,South Carolina,17757,17947,34.9,126900.0,13817.0,61383.0
29360,20651,12813,6500,98,544,696,South Carolina,10087,10564,42.3,97300.0,8203.0,56490.0
29431,6947,6041,655,141,56,54,South Carolina,3597,3350,42.9,140900.0,2467.0,61812.0
29451,4430,4176,11,64,150,29,South Carolina,2156,2274,56.7,801400.0,1927.0,155733.0
29493,164,77,87,0,0,0,South Carolina,87,77,43.6,77700.0,54.0,70396.0
29505,24850,14733,9001,556,507,53,South Carolina,11252,13598,40.2,149000.0,9704.0,68864.0
29543,582,247,191,0,144,0,South Carolina,269,313,55.8,137000.0,173.0,46786.0
29563,2192,1560,612,0,0,20,South Carolina,1018,1174,54.8,80600.0,956.0,41653.0
29564,765,77,667,0,21,0,South Carolina,323,442,43.3,45700.0,311.0,39325.0
29624,16094,8838,6586,41,514,115,South Carolina,7549,8545,39.3,68500.0,6444.0,35577.0
29627,19301,15920,2668,26,534,153,South Carolina,9457,9844,39.7,108900.0,7113.0,52167.0
29650,34886,28396,2700,2277,630,883,South Carolina,17246,17640,39.8,220800.0,13346.0,95504.0
29653,4682,3068,1451,22,135,6,South Carolina,2268,2414,42.0,113800.0,1765.0,59706.0
29655,6915,5886,904,0,106,19,South Carolina,3338,3577,45.7,85400.0,2799.0,51462.0
29684,3915,3404,289,0,220,2,South Carolina,1830,2085,39.2,87600.0,1532.0,49532.0
29702,9978,8290,1081,7,479,121,South Carolina,4783,5195,39.6,73500.0,3723.0,44532.0
29590,3288,668,2366,0,141,113,South Carolina,2244,1044,38.7,51900.0,838.0,38064.0
29560,13292,5012,7742,218,20,300,South Carolina,6075,7217,35.9,80100.0,4801.0,47167.0
29567,534,198,216,0,27,93,South Carolina,210,324,33.0,40400.0,175.0,81316.0
29574,11446,5028,5910,52,108,348,South Carolina,5346,6100,40.4,72800.0,4265.0,51857.0
29582,16548,14747,1160,342,156,143,South Carolina,8140,8408,57.7,260800.0,7904.0,77474.0
29625,28813,23174,4822,0,553,264,South Carolina,13499,15314,39.7,133300.0,12365.0,58083.0
29635,1225,1163,25,10,9,18,South Carolina,616,609,59.6,174400.0,568.0,73196.0
29683,205,205,0,0,0,0,South Carolina,116,89,40.6,76500.0,92.0,47014.0
29686,935,874,16,0,40,5,South Carolina,502,433,45.7,152400.0,347.0,60239.0
29697,13430,11269,1212,236,317,396,South Carolina,6650,6780,39.0,121100.0,5156.0,56378.0
29001,2029,1069,937,0,4,19,South Carolina,884,1145,43.9,75900.0,792.0,56746.0
29481,1603,626,889,0,32,56,South Carolina,701,902,46.8,54900.0,674.0,42771.0
29512,18182,6704,10581,35,459,403,South Carolina,9863,8319,39.2,67700.0,6122.0,45568.0
29550,31952,21192,9897,197,414,252,South Carolina,15515,16437,41.0,103600.0,12272.0,60104.0
29579,40272,34259,3638,765,715,895,South Carolina,19514,20758,38.8,205400.0,15504.0,71683.0
29584,2365,2223,142,0,0,0,South Carolina,1162,1203,37.3,53800.0,1005.0,49216.0
29591,5350,3642,1546,0,143,19,South Carolina,2721,2629,41.5,67700.0,2039.0,48142.0
29532,20775,9952,10348,59,386,30,South Carolina,9884,10891,41.0,87000.0,8304.0,49160.0
29540,5383,2122,3156,0,96,9,South Carolina,2692,2691,39.9,65700.0,1878.0,43374.0
29545,1444,1083,346,0,0,15,South Carolina,693,751,39.2,92400.0,580.0,39820.0
29546,2965,1258,1600,0,80,27,South Carolina,1357,1608,45.6,75800.0,979.0,49291.0
29554,8582,3847,4702,11,8,14,South Carolina,3990,4592,43.1,73900.0,3268.0,49858.0
29555,5824,4025,1750,25,12,12,South Carolina,2682,3142,38.4,95800.0,2078.0,63278.0
