Zip,Total,White,Black,Asian,Biracial,Other,state_name,Male,Female,Age,Home Price,Houses,Household Income
31781,2264,1736,516,0,12,0,Georgia,1156,1108,33.4,74800.0,784.0,51290.0
31792,24017,11977,11114,52,685,189,Georgia,11468,12549,39.7,143900.0,9247.0,61792.0
31829,956,886,70,0,0,0,Georgia,447,509,46.5,270100.0,354.0,112030.0
31830,2571,1659,850,16,23,23,Georgia,1212,1359,36.6,98500.0,828.0,51395.0
31833,7188,3934,3233,0,21,0,Georgia,3490,3698,38.6,125100.0,2918.0,58137.0
31836,849,522,327,0,0,0,Georgia,384,465,59.6,,436.0,46567.0
31055,8194,3836,3700,0,96,562,Georgia,4740,3454,39.7,71800.0,2213.0,39618.0
31064,9071,6786,2176,31,53,25,Georgia,4354,4717,42.7,123700.0,3513.0,51621.0
31070,985,638,316,2,26,3,Georgia,547,438,44.8,117500.0,352.0,56312.0
31072,1357,1155,126,0,6,70,Georgia,762,595,44.3,74400.0,565.0,57297.0
31090,959,467,468,0,0,24,Georgia,432,527,54.2,75000.0,335.0,53759.0
31092,7133,3356,3435,0,125,217,Georgia,3460,3673,44.0,88700.0,2701.0,53999.0
31210,34305,20558,11464,1493,572,218,Georgia,16102,18203,37.3,185900.0,13967.0,92177.0
31302,8139,7551,486,27,55,20,Georgia,4007,4132,42.7,140200.0,3346.0,63368.0
31323,1213,261,896,0,36,20,Georgia,623,590,50.6,79000.0,585.0,54448.0
31326,20230,16065,2847,429,419,470,Georgia,10177,10053,35.6,174900.0,7488.0,77658.0
31404,32876,8338,23179,334,639,386,Georgia,14720,18156,31.9,114800.0,11719.0,52609.0
31501,14963,6872,7486,133,247,225,Georgia,7557,7406,39.5,80600.0,6123.0,50644.0
31532,650,617,33,0,0,0,Georgia,314,336,47.9,66300.0,254.0,50282.0
31545,15652,11904,2996,116,347,289,Georgia,7603,8049,36.2,108200.0,5705.0,59725.0
31549,2157,1305,844,0,8,0,Georgia,1077,1080,54.4,38900.0,834.0,41629.0
31001,4563,2397,2109,0,42,15,Georgia,3199,1364,39.4,56700.0,933.0,45211.0
31006,4476,2304,2041,76,47,8,Georgia,2178,2298,45.2,83300.0,2019.0,46574.0
31008,18381,13538,4163,204,223,253,Georgia,9002,9379,40.9,134100.0,7384.0,65518.0
31088,54742,33338,15803,2135,2102,1364,Georgia,26342,28400,34.7,134800.0,20999.0,78060.0
31206,26526,4219,21223,311,691,82,Georgia,12114,14412,30.5,63400.0,9195.0,39225.0
31216,17246,11973,4150,346,333,444,Georgia,9350,7896,42.8,134900.0,5836.0,68654.0
31301,4006,1463,2228,26,180,109,Georgia,2086,1920,31.5,110600.0,1753.0,51172.0
31303,2621,1967,632,0,22,0,Georgia,1091,1530,35.1,182700.0,843.0,74699.0
31305,5983,3695,2194,0,81,13,Georgia,2982,3001,45.7,119700.0,2423.0,59322.0
31324,25643,19856,3438,456,947,946,Georgia,12773,12870,34.8,252800.0,8890.0,97947.0
31401,20256,10233,8579,622,600,222,Georgia,9407,10849,27.5,283800.0,8031.0,60741.0
31408,10516,4154,5138,194,428,602,Georgia,6295,4221,32.0,120400.0,3091.0,55207.0
31410,24445,21641,637,1043,652,472,Georgia,11793,12652,42.1,255100.0,9895.0,97907.0
31518,927,771,77,0,2,77,Georgia,448,479,38.7,84600.0,340.0,51183.0
31543,4292,4117,151,0,12,12,Georgia,2137,2155,39.3,60300.0,1664.0,47528.0
31632,12958,10760,1385,391,238,184,Georgia,6568,6390,35.4,156800.0,4371.0,74488.0
31757,10764,8034,2424,0,147,159,Georgia,5017,5747,39.5,147200.0,4180.0,74897.0
31780,2100,1220,816,0,6,58,Georgia,924,1176,48.7,65500.0,853.0,53164.0
31810,245,44,201,0,0,0,Georgia,145,100,59.6,57900.0,120.0,33572.0
31772,536,359,153,24,0,0,Georgia,279,257,48.8,147000.0,181.0,50056.0
31784,764,658,94,0,12,0,Georgia,355,409,30.2,102600.0,255.0,48431.0
31812,585,320,263,0,2,0,Georgia,289,296,53.1,81900.0,251.0,44549.0
31824,1695,663,808,0,7,217,Georgia,834,861,39.4,32500.0,694.0,37889.0
31825,2358,820,1495,8,35,0,Georgia,1100,1258,51.1,61300.0,1024.0,53440.0
31832,274,239,23,0,12,0,Georgia,118,156,53.2,71900.0,112.0,43861.0
31003,88,65,23,0,0,0,Georgia,45,43,47.5,,29.0,38079.0
31007,1132,446,565,13,2,106,Georgia,629,503,49.2,63000.0,410.0,46658.0
31022,1715,1384,310,0,21,0,Georgia,805,910,37.4,108800.0,577.0,61881.0
31023,14276,9690,3666,75,552,293,Georgia,7102,7174,40.8,84300.0,5572.0,50992.0
31057,2238,728,1439,0,65,6,Georgia,976,1262,40.7,68000.0,860.0,42158.0
31320,8258,5007,2758,107,310,76,Georgia,4074,4184,36.7,129500.0,3204.0,65195.0
31307,908,854,54,0,0,0,Georgia,566,342,47.1,139200.0,292.0,58987.0
31315,7640,4399,1809,63,782,587,Georgia,3939,3701,22.1,,2433.0,48843.0
31316,13243,8915,3236,192,589,311,Georgia,6372,6871,32.9,131900.0,3988.0,63455.0
31329,9950,7725,1939,0,220,66,Georgia,4986,4964,34.1,118900.0,3404.0,95888.0
34202,23739,22545,302,563,278,51,Florida,11584,12155,49.9,419300.0,9193.0,129420.0
34432,12583,10904,837,140,236,466,Florida,6115,6468,56.6,133100.0,5505.0,52973.0
34450,10747,10158,383,9,171,26,Florida,4886,5861,56.8,116900.0,5072.0,60290.0
34461,10664,9803,492,196,104,69,Florida,5476,5188,56.0,161100.0,4232.0,61591.0
34472,31632,21536,7590,390,977,1139,Florida,14944,16688,36.6,100200.0,10499.0,56137.0
34476,22665,19229,1716,738,536,446,Florida,10366,12299,58.8,144200.0,9693.0,63557.0
34609,41250,35826,2259,1137,1195,833,Florida,19387,21863,44.4,152600.0,15419.0,65797.0
34667,33960,32180,626,220,536,398,Florida,16009,17951,55.6,125200.0,15450.0,52902.0
34679,103,103,0,0,0,0,Florida,30,73,58.3,146400.0,53.0,44034.0
34689,27496,24249,1812,382,757,296,Florida,13026,14470,51.1,185400.0,10624.0,72889.0
34705,2649,2472,70,0,55,52,Florida,1327,1322,42.6,104600.0,896.0,67193.0
34739,334,298,36,0,0,0,Florida,183,151,28.5,93200.0,170.0,35689.0
34108,16636,15843,154,223,138,278,Florida,8232,8404,64.6,692700.0,8014.0,161199.0
34117,15794,13743,871,208,129,843,Florida,8248,7546,40.8,276400.0,4664.0,85312.0
34138,268,268,0,0,0,0,Florida,71,197,65.7,143800.0,119.0,
34139,486,486,0,0,0,0,Florida,261,225,37.8,118400.0,177.0,47065.0
34217,5127,5023,17,16,25,46,Florida,2263,2864,64.4,546800.0,2761.0,98858.0
34219,23792,21658,707,653,691,83,Florida,11189,12603,45.3,258200.0,8349.0,96001.0
34228,7233,7045,0,126,58,4,Florida,3480,3753,71.1,720700.0,3835.0,181903.0
34232,34639,32126,686,595,749,483,Florida,16671,17968,46.3,207600.0,13538.0,82160.0
34243,32235,29034,1474,882,541,304,Florida,14927,17308,52.6,266000.0,13399.0,77313.0
34285,18069,17265,174,403,109,118,Florida,8478,9591,69.0,192000.0,9741.0,73491.0
34293,37969,36326,307,604,447,285,Florida,18199,19770,61.0,222100.0,17457.0,80698.0
34436,8225,7904,33,0,233,55,Florida,3904,4321,53.0,89700.0,3591.0,52822.0
34488,10499,9103,634,158,594,10,Florida,5527,4972,49.9,58100.0,4139.0,42833.0
34498,576,565,5,0,6,0,Florida,278,298,59.1,159400.0,279.0,51606.0
34610,14656,13570,464,176,337,109,Florida,7498,7158,44.3,138300.0,5051.0,62108.0
34685,18899,17030,437,448,589,395,Florida,9057,9842,49.1,334600.0,7295.0,109731.0
34731,13218,11593,1247,35,279,64,Florida,6245,6973,51.7,156900.0,5682.0,65942.0
34797,1084,799,163,15,107,0,Florida,507,577,52.5,167000.0,421.0,75864.0
34952,40063,33685,3700,693,1045,940,Florida,19153,20910,50.9,123800.0,16892.0,58571.0
34981,5139,4268,584,16,108,163,Florida,2769,2370,48.3,230500.0,1805.0,59555.0
34986,26317,20173,3670,1136,1231,107,Florida,12297,14020,55.9,228300.0,11362.0,76261.0
34104,24121,21726,965,747,319,364,Florida,11349,12772,54.7,242100.0,10467.0,71795.0
34112,27543,23748,2952,198,315,330,Florida,13520,14023,58.1,214300.0,12201.0,74042.0
34116,36531,27865,5207,322,883,2254,Florida,18086,18445,34.1,228600.0,9620.0,65118.0
34142,30955,22076,5967,160,222,2530,Florida,17086,13869,27.8,137300.0,6701.0,49110.0
34210,17023,14323,1311,785,365,239,Florida,8052,8971,51.5,200000.0,7262.0,70866.0
34215,560,554,2,0,2,2,Florida,255,305,67.2,831100.0,262.0,68723.0
34216,874,824,3,2,0,45,Florida,395,479,64.2,858600.0,416.0,93104.0
34223,17370,16409,26,509,308,118,Florida,8501,8869,66.1,220000.0,8667.0,72698.0
34239,15499,14180,288,474,291,266,Florida,7418,8081,49.0,263300.0,6912.0,90848.0
34240,11142,10577,123,322,78,42,Florida,5339,5803,49.7,399400.0,3954.0,131617.0
34743,44335,29713,6603,687,2104,5228,Florida,21219,23116,35.2,161700.0,11779.0,53235.0
34760,874,521,338,3,12,0,Florida,395,479,37.8,208200.0,290.0,87772.0
34761,45639,29028,9047,2193,1279,4092,Florida,22720,22919,35.9,223900.0,15349.0,81010.0
34950,17027,7655,8168,6,355,843,Florida,8190,8837,32.7,84200.0,5915.0,39450.0
34983,42737,32969,7041,1050,1014,663,Florida,21240,21497,42.2,164100.0,13795.0,70259.0
34994,16909,13420,2255,330,489,415,Florida,8551,8358,48.8,170000.0,6961.0,67586.0
34736,18213,13900,2664,505,365,779,Florida,8802,9411,40.8,174200.0,6104.0,69973.0
34222,11184,10291,519,132,77,165,Florida,5455,5729,58.7,95100.0,5182.0,64050.0
34224,15913,15256,0,164,347,146,Florida,7642,8271,61.7,152800.0,7459.0,58185.0
34229,7824,7609,59,59,83,14,Florida,3752,4072,57.9,428400.0,3407.0,136110.0
34231,30267,28684,392,451,347,393,Florida,14234,16033,52.8,226300.0,14425.0,72353.0
34428,9369,8634,230,17,324,164,Florida,4415,4954,52.1,109200.0,4025.0,62097.0
34238,19364,18586,28,263,183,304,Florida,9156,10208,64.6,354700.0,9886.0,107643.0
34268,128,0,128,0,0,0,Florida,54,74,65.4,,80.0,21925.0
34286,18625,16386,1112,251,701,175,Florida,8248,10377,39.6,165300.0,6264.0,77994.0
34442,13953,12405,370,847,229,102,Florida,7073,6880,63.3,161400.0,6535.0,64132.0
34473,19522,14350,4133,121,715,203,Florida,8977,10545,43.6,148300.0,6742.0,63197.0
34668,47309,42429,1578,790,1307,1205,Florida,22569,24740,44.2,83100.0,19363.0,46553.0
34683,33162,31238,494,677,591,162,Florida,15538,17624,48.9,261200.0,13367.0,90289.0
34690,12028,10868,500,208,376,76,Florida,5881,6147,46.1,70100.0,5394.0,47273.0
34758,41094,24873,9761,263,1761,4436,Florida,21362,19732,34.9,164200.0,10311.0,60567.0
34946,5950,2311,3532,5,82,20,Florida,3105,2845,43.5,80300.0,2258.0,42971.0
34957,23078,21794,589,233,259,203,Florida,11447,11631,58.0,234200.0,10772.0,75749.0
34990,30101,28503,213,770,308,307,Florida,14310,15791,52.0,347900.0,11919.0,122377.0
34251,5922,5595,39,165,123,0,Florida,3133,2789,44.2,307300.0,1815.0,103923.0
34275,20074,18518,525,276,696,59,Florida,10085,9989,59.8,283700.0,9229.0,91701.0
34453,11427,10432,622,217,123,33,Florida,5709,5718,50.5,102600.0,4418.0,50688.0
34608,34476,29831,2237,507,969,932,Florida,16655,17821,44.2,124600.0,13208.0,54341.0
34109,24662,22998,281,545,485,353,Florida,11282,13380,51.2,387700.0,11148.0,101901.0
34953,69685,47464,17034,1495,1680,2012,Florida,34259,35426,37.5,184600.0,21593.0,70857.0
34105,17248,16075,477,450,46,200,Florida,8141,9107,59.5,438500.0,7688.0,142848.0
34135,46064,41324,1014,490,1056,2180,Florida,23101,22963,54.1,261900.0,18232.0,89364.0
34137,454,454,0,0,0,0,Florida,178,276,9.6,,114.0,
34145,17692,17243,14,280,109,46,Florida,8675,9017,65.3,598200.0,8515.0,129120.0
34207,36738,31457,2913,508,1033,827,Florida,18592,18146,44.6,72500.0,15023.0,48792.0
34613,17433,16230,333,131,263,476,Florida,8369,9064,60.4,94700.0,8142.0,55157.0
34614,7237,6921,188,0,121,7,Florida,3444,3793,45.0,143200.0,2596.0,68908.0
34639,27522,23420,1336,1230,827,709,Florida,12989,14533,40.9,233900.0,9606.0,93299.0
34654,23021,21378,604,371,437,231,Florida,11594,11427,48.1,150200.0,8854.0,67184.0
34746,43249,33513,4368,1805,1197,2366,Florida,20833,22416,37.4,187100.0,12766.0,64493.0
34786,43458,33628,3785,2716,1522,1807,Florida,21446,22012,35.0,438800.0,13908.0,161948.0
34947,13188,4983,7267,133,179,626,Florida,5777,7411,31.6,99800.0,3991.0,43743.0
34949,7429,7170,34,98,80,47,Florida,3465,3964,65.8,270000.0,4048.0,91250.0
34741,45920,32478,5079,1697,2303,4363,Florida,23513,22407,33.0,151200.0,15205.0,49849.0
34748,39230,30952,6710,573,635,360,Florida,18711,20519,60.2,150200.0,17577.0,54246.0
34759,39850,25274,8545,1108,2345,2578,Florida,19243,20607,40.0,173100.0,11633.0,56627.0
34771,17351,15814,619,303,294,321,Florida,8876,8475,41.1,269500.0,5265.0,89327.0
34984,15663,10538,3545,86,473,1021,Florida,8360,7303,41.4,167000.0,5512.0,74991.0
34449,2966,2876,60,0,30,0,Florida,1518,1448,57.4,80000.0,1388.0,39130.0
34601,21847,19458,1729,37,527,96,Florida,10402,11445,50.7,100900.0,9267.0,54713.0
34747,19413,16068,1603,502,489,751,Florida,9191,10222,37.2,300000.0,7147.0,89904.0
34788,16886,16327,252,78,155,74,Florida,8015,8871,59.7,76400.0,7810.0,54622.0
34997,44018,38992,2104,355,576,1991,Florida,21574,22444,50.6,236900.0,17670.0,75148.0
34134,13977,13146,370,161,164,136,Florida,6795,7182,68.0,475700.0,7139.0,157485.0
34237,17307,14896,1405,347,194,465,Florida,8871,8436,43.2,137900.0,6960.0,52796.0
34103,12802,12238,172,125,170,97,Florida,6044,6758,64.2,695600.0,6126.0,159673.0
34110,24008,22971,407,265,149,216,Florida,11440,12568,62.2,377100.0,10901.0,120656.0
34120,32502,29728,1678,183,714,199,Florida,16801,15701,41.2,311100.0,10156.0,114951.0
34201,3930,3678,65,93,78,16,Florida,1907,2023,66.3,413800.0,1817.0,138157.0
34203,37632,31736,3397,1020,475,1004,Florida,18245,19387,47.4,190500.0,14093.0,66573.0
34205,32534,26197,4252,435,577,1073,Florida,14902,17632,43.2,126100.0,12686.0,52540.0
34221,44294,34831,6660,569,945,1289,Florida,21792,22502,46.2,151600.0,15392.0,74676.0
34653,35015,32378,1078,277,801,481,Florida,16743,18272,45.0,94300.0,14609.0,52479.0
34982,25981,20714,3513,622,274,858,Florida,12442,13539,45.5,104400.0,10036.0,49491.0
34233,17989,17157,203,252,330,47,Florida,8531,9458,51.9,249000.0,7797.0,81831.0
34429,8272,7875,140,77,93,87,Florida,4239,4033,57.6,118200.0,3765.0,67439.0
34607,8778,8043,386,60,245,44,Florida,4242,4536,58.5,194500.0,4043.0,66301.0
34209,34794,32705,868,179,736,306,Florida,16862,17932,54.4,215900.0,14484.0,82916.0
34241,14675,13962,128,338,224,23,Florida,7070,7605,51.3,340100.0,5727.0,105343.0
34661,138,138,0,0,0,0,Florida,17,121,25.4,,42.0,31619.0
34211,7885,7157,216,165,272,75,Florida,4060,3825,54.9,377000.0,3191.0,120618.0
34945,5019,4096,714,52,23,134,Florida,3115,1904,43.5,177600.0,1438.0,68605.0
34101,0,0,0,0,0,0,Florida,0,0,,,0.0,
34140,437,437,0,0,0,0,Florida,146,291,58.0,,144.0,344531.0
34212,19301,17801,300,988,54,158,Florida,9445,9856,48.4,339100.0,6942.0,106857.0
34269,4025,3780,181,32,25,7,Florida,1963,2062,64.5,126800.0,1863.0,57458.0
34288,12304,10725,891,586,62,40,Florida,6048,6256,44.4,181900.0,4419.0,80062.0
34289,3734,2912,779,0,0,43,Florida,1754,1980,36.7,192200.0,1563.0,81807.0
34291,6119,5192,669,132,126,0,Florida,2708,3411,47.9,182000.0,2126.0,71959.0
34445,0,0,0,0,0,0,Florida,0,0,,,0.0,
34604,11573,10270,716,156,286,145,Florida,5505,6068,41.2,145900.0,3989.0,68128.0
34637,8209,7057,638,163,248,103,Florida,4785,3424,40.8,223500.0,2118.0,106329.0
34638,26512,21204,2159,1544,924,681,Florida,13069,13443,35.2,241700.0,8484.0,108091.0
34688,6497,6211,35,138,39,74,Florida,3098,3399,54.1,343600.0,2839.0,130238.0
34714,21743,15807,3065,963,655,1253,Florida,11680,10063,35.2,171400.0,7266.0,63150.0
34715,17948,14279,2143,270,716,540,Florida,8872,9076,40.3,219600.0,5669.0,74226.0
34772,30746,23064,2630,538,984,3530,Florida,14416,16330,35.5,210800.0,8659.0,74820.0
35243,17259,16012,593,451,80,123,Alabama,8272,8987,38.2,352400.0,7724.0,126186.0
35441,1089,597,492,0,0,0,Alabama,561,528,40.2,67900.0,403.0,54477.0
35446,2081,1737,208,0,78,58,Alabama,965,1116,39.4,123000.0,730.0,57892.0
35452,3061,2738,125,0,164,34,Alabama,1410,1651,45.9,170700.0,1104.0,81284.0
35458,595,595,0,0,0,0,Alabama,315,280,30.9,170100.0,174.0,85661.0
35475,15583,14464,787,126,185,21,Alabama,8013,7570,38.9,186700.0,5398.0,86234.0
35477,171,0,171,0,0,0,Alabama,121,50,30.9,,53.0,44332.0
35549,3512,3294,120,16,81,1,Alabama,1677,1835,46.6,61500.0,1438.0,44194.0
35554,1054,1018,28,0,8,0,Alabama,510,544,43.4,59100.0,462.0,44094.0
35579,3513,3322,137,4,50,0,Alabama,1655,1858,42.7,70000.0,1367.0,53230.0
35640,24570,22732,1081,347,291,119,Alabama,12065,12505,41.2,135200.0,9210.0,69525.0
35653,11043,8045,919,100,94,1885,Alabama,5721,5322,35.0,84700.0,3667.0,53810.0
35660,8986,6480,2056,10,324,116,Alabama,4032,4954,44.9,91600.0,4045.0,50632.0
35677,1799,1765,9,7,12,6,Alabama,782,1017,36.6,101300.0,744.0,48053.0
35749,22295,14768,5859,664,705,299,Alabama,11162,11133,37.5,181400.0,8088.0,95356.0
35006,2927,2811,94,0,14,8,Alabama,1532,1395,46.1,84200.0,1084.0,64874.0
35014,4780,2649,2084,8,36,3,Alabama,2467,2313,45.1,86700.0,1698.0,54822.0
35019,1991,1967,0,0,24,0,Alabama,979,1012,44.5,124100.0,820.0,47339.0
35023,24293,16192,7481,70,246,304,Alabama,12358,11935,40.1,114800.0,8333.0,63266.0
35040,17141,11907,4345,158,279,452,Alabama,8402,8739,34.6,145300.0,6275.0,68511.0
35054,3777,3522,76,11,24,144,Alabama,2079,1698,49.9,169800.0,1655.0,61618.0
35057,13542,13133,37,103,198,71,Alabama,6959,6583,39.0,147900.0,4773.0,65414.0
35070,258,258,0,0,0,0,Alabama,135,123,34.3,103800.0,94.0,51231.0
35079,9267,9018,66,28,97,58,Alabama,4659,4608,40.6,128200.0,3197.0,64859.0
35098,1068,991,0,0,8,69,Alabama,578,490,40.7,87800.0,451.0,53097.0
35143,3183,2725,415,12,0,31,Alabama,1632,1551,44.8,162900.0,1236.0,69010.0
35146,11870,10617,893,0,222,138,Alabama,6349,5521,43.9,176800.0,3616.0,76497.0
35204,9399,292,8633,0,78,396,Alabama,4263,5136,46.0,63000.0,4397.0,32041.0
35207,9102,443,8495,0,60,104,Alabama,4273,4829,37.1,60400.0,3514.0,34830.0
35217,13286,3798,8443,55,98,892,Alabama,6227,7059,38.2,76800.0,4889.0,47708.0
35404,22783,12124,9044,696,285,634,Alabama,11952,10831,29.7,133000.0,8105.0,56486.0
35405,45473,21121,23208,639,240,265,Alabama,21304,24169,32.9,169400.0,17060.0,68266.0
35406,17190,14677,1347,861,36,269,Alabama,8341,8849,39.8,341400.0,6576.0,131900.0
35443,2157,60,1940,0,157,0,Alabama,1273,884,23.3,34300.0,611.0,27021.0
35464,690,61,619,0,10,0,Alabama,378,312,32.7,,268.0,23935.0
35474,6454,3863,2331,35,172,53,Alabama,3004,3450,36.8,126000.0,2238.0,72795.0
35545,122,122,0,0,0,0,Alabama,62,60,53.0,30000.0,59.0,32788.0
35546,3801,3635,48,4,37,77,Alabama,1786,2015,40.8,88200.0,1484.0,53951.0
35572,1319,1170,0,25,115,9,Alabama,659,660,43.5,195800.0,508.0,46735.0
35575,1043,999,0,0,44,0,Alabama,492,551,46.1,75800.0,433.0,46676.0
35580,3708,3339,306,0,44,19,Alabama,1814,1894,39.7,71600.0,1383.0,54938.0
35586,4164,3652,471,0,41,0,Alabama,1930,2234,46.1,85700.0,1824.0,42170.0
35616,3667,3125,386,17,92,47,Alabama,1768,1899,48.4,84400.0,1605.0,52861.0
35592,4655,3942,576,0,22,115,Alabama,2262,2393,44.7,73300.0,1899.0,46720.0
35593,1691,1658,0,11,15,7,Alabama,932,759,42.7,84100.0,650.0,51332.0
35603,31468,25113,4341,160,867,987,Alabama,14954,16514,43.3,168200.0,13050.0,73862.0
35630,33172,24829,6984,350,672,337,Alabama,15535,17637,34.4,108900.0,14890.0,49476.0
35674,18690,14628,2921,104,519,518,Alabama,9237,9453,39.8,105600.0,7070.0,58084.0
35748,7257,6433,347,156,260,61,Alabama,3511,3746,44.7,176600.0,2700.0,97420.0
35757,16379,11110,4368,160,395,346,Alabama,7636,8743,39.4,199000.0,5895.0,104766.0
35824,8645,5205,2399,335,497,209,Alabama,4113,4532,33.2,230400.0,3750.0,97655.0
35975,463,463,0,0,0,0,Alabama,179,284,57.9,,172.0,53222.0
35950,21556,19814,733,0,336,673,Alabama,10514,11042,32.7,104500.0,7424.0,51800.0
35953,7522,6606,799,18,20,79,Alabama,3941,3581,41.2,107000.0,2657.0,57382.0
35967,16373,14151,352,70,488,1312,Alabama,8048,8325,38.7,112000.0,6177.0,50963.0
35979,1608,1586,0,0,0,22,Alabama,841,767,40.5,132800.0,678.0,37574.0
35987,2625,2411,19,0,73,122,Alabama,1165,1460,36.1,83500.0,969.0,48831.0
35988,2192,1958,5,0,22,207,Alabama,1101,1091,34.5,95200.0,751.0,59293.0
35049,3366,3305,3,6,18,34,Alabama,1687,1679,42.1,125600.0,1288.0,54524.0
35051,9000,6981,1533,0,133,353,Alabama,4468,4532,39.8,150600.0,3102.0,71720.0
35060,332,187,107,0,38,0,Alabama,176,156,48.0,45200.0,161.0,28561.0
35115,15105,11262,2264,54,525,1000,Alabama,6872,8233,34.1,124500.0,5405.0,53337.0
35116,4372,4107,126,41,42,56,Alabama,2074,2298,45.0,153600.0,1718.0,72665.0
35120,14055,11612,1702,72,298,371,Alabama,7024,7031,36.1,145400.0,5009.0,69092.0
35160,26312,14662,11028,35,314,273,Alabama,13055,13257,42.6,90900.0,10087.0,49740.0
35171,3679,3168,244,8,34,225,Alabama,1702,1977,37.8,105500.0,1316.0,60187.0
35175,5714,5465,2,0,164,83,Alabama,3101,2613,44.0,117500.0,2008.0,66077.0
35179,8929,8638,18,6,99,168,Alabama,4077,4852,40.4,132300.0,3310.0,57047.0
35184,4356,4039,303,0,14,0,Alabama,2062,2294,44.7,86400.0,1652.0,52246.0
35205,20109,12289,6106,686,332,696,Alabama,10085,10024,29.8,182300.0,9489.0,62253.0
35208,13864,561,12904,25,194,180,Alabama,6534,7330,36.9,71700.0,5426.0,42116.0
35212,11896,2876,8474,42,220,284,Alabama,5763,6133,34.0,132100.0,4859.0,45365.0
35222,9033,5874,2910,37,145,67,Alabama,4527,4506,38.8,231100.0,4077.0,81545.0
35234,5450,576,4791,5,17,61,Alabama,2672,2778,48.1,61300.0,1977.0,38522.0
35007,26328,19439,3621,351,546,2371,Alabama,12996,13332,37.6,165000.0,8979.0,78914.0
35016,16112,15550,66,187,158,151,Alabama,7775,8337,43.3,130600.0,6381.0,62886.0
35972,1211,1181,0,0,30,0,Alabama,702,509,33.8,107400.0,415.0,64540.0
35973,2856,2769,64,13,4,6,Alabama,1519,1337,43.8,88800.0,1185.0,42605.0
35968,4584,3758,128,7,85,606,Alabama,2238,2346,39.8,132600.0,1571.0,57001.0
35989,3519,3032,45,10,34,398,Alabama,1813,1706,36.7,92700.0,1329.0,60365.0
35083,3353,3276,4,0,63,10,Alabama,1545,1808,40.2,104600.0,1294.0,43094.0
35094,14438,12024,2072,32,168,142,Alabama,7510,6928,40.0,162700.0,5571.0,77129.0
35125,10941,10196,697,21,21,6,Alabama,5254,5687,45.2,120500.0,4405.0,50205.0
35128,10651,9317,900,298,92,44,Alabama,4980,5671,40.0,169100.0,4291.0,72797.0
35135,2128,1636,252,159,81,0,Alabama,1075,1053,34.7,184500.0,792.0,70920.0
35173,27371,24099,1924,343,927,78,Alabama,13080,14291,39.8,229300.0,9430.0,102554.0
35459,1304,426,866,0,4,8,Alabama,652,652,38.6,66200.0,444.0,47948.0
35460,864,43,821,0,0,0,Alabama,446,418,41.8,97900.0,362.0,35593.0
35480,1330,1004,324,0,2,0,Alabama,650,680,43.5,181500.0,423.0,82452.0
35552,887,841,42,0,4,0,Alabama,457,430,33.6,52600.0,332.0,43886.0
35559,12,12,0,0,0,0,Alabama,6,6,,,6.0,
35563,4501,4066,188,15,102,130,Alabama,2288,2213,46.6,106200.0,1837.0,49842.0
35570,11270,10091,706,28,294,151,Alabama,5498,5772,44.2,90900.0,4742.0,51155.0
35571,811,764,0,6,11,30,Alabama,436,375,47.4,74400.0,351.0,59558.0
35576,2958,2567,391,0,0,0,Alabama,1518,1440,46.7,85200.0,1377.0,56104.0
35594,7208,6781,286,35,50,56,Alabama,3702,3506,41.5,108900.0,2738.0,54858.0
35613,25577,21650,2283,134,551,959,Alabama,13938,11639,40.7,175400.0,7621.0,94233.0
35614,7638,7023,176,77,57,305,Alabama,3708,3930,37.4,107700.0,2743.0,51027.0
35650,13992,11953,709,7,546,777,Alabama,6479,7513,40.3,119700.0,5265.0,55933.0
35671,2185,1297,674,0,26,188,Alabama,1174,1011,39.6,79000.0,899.0,53957.0
35673,7720,6742,237,27,86,628,Alabama,4220,3500,39.5,125300.0,2726.0,74530.0
35754,5259,4709,95,0,252,203,Alabama,2582,2677,43.4,152700.0,1816.0,65774.0
35740,3219,2872,207,0,78,62,Alabama,1466,1753,43.1,89100.0,1435.0,43843.0
35750,12294,10874,882,106,274,158,Alabama,6115,6179,41.2,126000.0,4918.0,66032.0
35903,17125,11152,5633,21,187,132,Alabama,7925,9200,38.2,91600.0,6503.0,51285.0
35811,27658,20019,6281,203,905,250,Alabama,13181,14477,40.2,164100.0,10837.0,79199.0
35901,20049,13002,5757,245,307,738,Alabama,9856,10193,40.4,112300.0,7540.0,58465.0
35954,11818,10083,1189,14,307,225,Alabama,5621,6197,41.0,86100.0,4359.0,50362.0
35958,3832,3743,0,20,69,0,Alabama,2080,1752,42.2,125700.0,1545.0,55325.0
35961,7003,5275,163,0,227,1338,Alabama,3540,3463,39.4,85900.0,2489.0,51049.0
35971,5428,5005,69,32,86,236,Alabama,2767,2661,37.3,92000.0,1949.0,65504.0
35751,237,216,0,0,21,0,Alabama,173,64,35.9,212500.0,85.0,80127.0
35771,3916,3519,43,0,294,60,Alabama,1986,1930,40.5,114400.0,1387.0,53518.0
35806,21888,13879,6278,568,914,249,Alabama,10779,11109,36.6,235200.0,10343.0,84103.0
35808,1445,908,427,42,43,25,Alabama,949,496,24.0,,330.0,93571.0
35951,12911,11387,56,142,365,961,Alabama,6292,6619,36.3,95000.0,4338.0,55407.0
35957,16135,14770,479,5,132,749,Alabama,8081,8054,36.5,100200.0,5705.0,55195.0
